date,month,year,temp_min,temp_avg,temp_max,dew_min,dew_avg,dew_max,hum_min,hum_avg,hum_max,wind_speed_min,wind_speed_avg,wind_speed_max,pressure_min,pressure_avg,pressure_max,precip
1,4,2012,18.88888888888889,15.38888888888889,11.11111111111111,16.11111111111111,13.055555555555555,8.88888888888889,94,86.9,72,19.31208,7.563898,0.0,1009.14422,1009.14422,1009.14422,0.0
2,4,2012,17.77777777777778,15.777777777777779,13.88888888888889,16.11111111111111,14.555555555555555,12.777777777777779,100,93.2,82,14.48406,4.345218,0.0,1009.14422,1009.14422,1009.14422,0.0
3,4,2012,17.77777777777778,15.38888888888889,12.777777777777779,15.0,13.777777777777777,12.222222222222221,100,91.0,73,19.31208,1.60934,0.0,1009.14422,1009.14422,1009.14422,0.0
4,4,2012,18.88888888888889,15.055555555555555,12.222222222222221,13.88888888888889,12.388888888888888,8.88888888888889,100,84.4,59,14.48406,6.276426,0.0,1009.14422,1005.75783,1005.75783,0.0
5,4,2012,20.0,15.555555555555555,11.11111111111111,13.88888888888889,11.722222222222221,10.0,94,79.6,56,25.74944,8.85137,0.0,1012.53061,1009.14422,1009.14422,0.0
6,4,2012,17.77777777777778,14.277777777777779,12.222222222222221,13.88888888888889,12.333333333333336,10.0,94,88.1,73,14.48406,4.02335,0.0,1015.917,1009.14422,1009.14422,0.0
7,4,2012,21.11111111111111,14.333333333333334,8.88888888888889,11.11111111111111,10.0,7.777777777777778,100,77.9,46,22.53076,11.104446000000001,0.0,1015.917,1012.53061,1012.53061,0.0
8,4,2012,22.22222222222222,14.88888888888889,8.88888888888889,12.222222222222221,9.611111111111109,7.222222222222222,94,73.3,38,22.53076,14.644993999999999,0.0,1015.917,1012.53061,1012.53061,0.0
9,4,2012,18.88888888888889,13.499999999999998,7.222222222222222,12.222222222222221,9.666666666666666,6.111111111111111,94,78.4,59,19.31208,9.012303999999999,0.0,1015.917,1012.53061,1012.53061,0.0
10,4,2012,26.11111111111111,17.333333333333332,11.11111111111111,16.11111111111111,12.166666666666666,8.88888888888889,94,74.0,42,28.96812,13.518456,0.0,1009.14422,1005.75783,1005.75783,0.0
11,4,2012,22.22222222222222,17.22222222222222,12.777777777777779,15.0,12.666666666666664,8.88888888888889,100,76.0,53,20.92142,8.207633999999999,0.0,1012.53061,1009.14422,1009.14422,0.0
12,4,2012,18.88888888888889,14.555555555555555,11.11111111111111,15.0,12.777777777777779,11.11111111111111,100,89.9,68,19.31208,7.885766,0.0,1012.53061,1002.3714400000001,995.59866,0.0
13,4,2012,16.11111111111111,13.333333333333334,12.222222222222221,12.777777777777779,11.88888888888889,11.11111111111111,100,91.3,82,22.53076,8.0467,0.0,1009.14422,1002.3714400000001,995.59866,0.0
